LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;0;11.1;0;55;0;0;0;1;7
2;0;11.1;0;55;0;0;0;1;7
3;0;11.1;0;55;0;0;0;1;7
4;0;11.1;0;55;0;0;0;1;7
5;0;11.1;0;55;0;0;0;1;7
6;0;11.1;0;55;0;0;0;1;7
7;0;11.1;0;55;0;0;0;1;7
8;0;11.1;0;55;0;0;0;1;7
9;0;11.1;0;55;0;0;0;1;7
10;0;11.1;0;55;0;0;0;1;7
11;0;11.1;0;55;0;0;0;1;7
12;0;11.1;0;55;0;0;0;1;7
13;0;11.1;0;55;0;0;0;1;7
14;0;11.1;0;55;0;0;0;1;7
15;0;11.1;0;55;0;0;0;1;7
16;0;11.1;0;55;0;0;0;1;7
17;0;11.1;0;55;0;0;0;1;7
18;0;11.1;0;55;0;0;0;1;7
19;0;11.1;0;55;0;0;0;1;7
20;0;11.1;0;55;0;0;0;1;7
21;0;11.1;0;55;0;0;0;1;7
22;0;11.1;0;55;0;0;0;1;7
23;0;11.1;0;55;0;0;0;1;7
24;0;11.1;0;55;0;0;0;1;7
25;0;11.1;0;55;0;0;0;1;7
26;0;11.1;0;55;0;0;0;1;7
27;0;11.1;0;55;0;0;0;1;7
28;0;11.1;0;55;0;0;0;1;7
29;0;11.1;0;55;0;0;0;1;7
30;0;11.1;0;55;0;0;0;1;7
31;0;11.1;0;55;0;0;0;1;7
32;0;11.1;0;55;0;0;0;1;7
33;0;11.1;0;55;0;0;0;1;7
34;0;11.1;0;55;0;0;0;1;7
35;0;11.1;0;55;0;0;0;1;7
36;0;11.1;0;55;0;0;0;1;7
37;-1;11.1;0;55;0;0;0;1;7
38;-1;11.1;0;55;0;0;0;1;7
39;-1;11.1;0;55;0;0;0;1;7
40;-1;11.1;0;55;0;0;0;1;7
41;-1;11.1;0;55;0;0;0;1;7
42;-1;11.1;0;55;0;0;0;1;7
43;-1;11.1;0;55;0;0;0;1;7
44;-1;11.1;0;55;0;0;0;1;7
45;-1;11.1;0;55;0;0;0;1;7
46;-1;11.1;0;55;0;0;0;1;7
47;-1;11.1;0;55;0;0;0;1;7
48;-1;11.1;0;55;0;0;0;1;7
49;-1;11.1;0;55;0;0;0;1;7
50;-1;11.1;0;55;0;0;0;1;7
