LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;588;10;35;0;0;3;0;1;0
2;593;10;35;0;0;3;0;1;0
3;598;10;35;0;0;3;0;1;0
4;604;10;35;0;0;3;0;1;0
5;609;10;35;0;0;3;0;1;0
6;614;10;35;0;0;3;0;1;0
7;619;10;35;0;0;3;0;1;0
8;625;10;35;0;0;3;0;1;0
9;630;10;35;0;0;3;0;1;0
10;635;10;35;0;0;3;0;1;0
11;640;10;35;0;0;3;0;1;0
12;645;10;35;0;0;3;0;1;0
13;650;10;35;0;0;3;0;1;0
14;656;10;35;0;0;3;0;1;0
15;661;10;35;0;0;3;0;1;0
16;666;10;35;0;0;3;0;1;0
17;671;10;35;0;0;3;0;1;0
18;677;10;35;0;0;3;0;1;0
19;682;10;35;0;0;3;0;1;0
20;687;10;35;0;0;3;0;1;0
21;692;10;35;0;0;3;0;1;0
22;697;10;35;0;0;3;0;1;0
23;703;10;35;0;0;3;0;1;0
24;708;10;35;0;0;3;0;1;0
25;713;10;35;0;0;3;0;1;0
26;719;10;35;0;0;3;0;1;0
27;724;10;35;0;0;3;0;1;0
28;729;10;35;0;0;3;0;1;0
29;735;10;35;0;0;3;0;1;0
30;740;10;35;0;0;3;0;1;0
31;744;10;35;0;0;3;0;1;0
32;749;10;35;0;0;3;0;1;0
33;755;10;35;0;0;3;0;1;0
34;760;10;35;0;0;3;0;1;0
35;765;10;35;0;0;3;0;1;0
36;771;10;35;0;0;3;0;1;0
37;776;10;35;0;0;3;0;1;0
38;781;10;35;0;0;3;0;1;0
39;787;10;35;0;0;3;0;1;0
40;792;10;35;0;0;3;0;1;0
41;797;10;35;0;0;3;0;1;0
42;803;10;35;0;0;3;0;1;0
43;809;10;35;0;0;3;0;1;0
44;815;10;35;0;0;3;0;1;0
45;821;10;35;0;0;3;0;1;0
46;827;10;35;0;0;3;0;1;0
47;833;10;35;0;0;3;0;1;0
48;839;10;35;0;0;3;0;1;0
49;845;10;35;0;0;3;0;1;0
50;851;10;35;0;0;3;0;1;0
