LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;24;16.5;27;0;0;3.6;0;1;13
2;24;16.5;27;0;0;3.6;0;1;13
3;24;16.5;27;0;0;3.6;0;1;13
4;25;16.5;27;0;0;3.6;0;1;13
5;25;16.5;27;0;0;3.6;0;1;13
6;25;16.5;27;0;0;3.6;0;1;13
7;25;16.5;27;0;0;3.6;0;1;13
8;26;16.5;27;0;0;3.6;0;1;13
9;26;16.5;27;0;0;3.6;0;1;13
10;26;16.5;27;0;0;3.6;0;1;13
11;26;16.5;27;0;0;3.6;0;1;13
12;26;16.5;27;0;0;3.6;0;1;13
13;26;16.5;27;0;0;3.6;0;1;13
14;27;16.5;27;0;0;3.6;0;1;13
15;27;16.5;27;0;0;3.6;0;1;13
16;27;16.5;27;0;0;3.6;0;1;13
17;27;16.5;27;0;0;3.6;0;1;13
18;28;16.5;27;0;0;3.6;0;1;13
19;28;16.5;27;0;0;3.6;0;1;13
20;28;16.5;27;0;0;3.6;0;1;13
21;28;16.5;27;0;0;3.6;0;1;13
22;28;16.5;27;0;0;3.6;0;1;13
23;28;16.5;27;0;0;3.6;0;1;13
24;29;16.5;27;0;0;3.6;0;1;13
25;29;16.5;27;0;0;3.6;0;1;13
26;29;16.5;27;0;0;3.6;0;1;13
27;29;16.5;27;0;0;3.6;0;1;13
28;30;16.5;27;0;0;3.6;0;1;13
29;30;16.5;27;0;0;3.6;0;1;13
30;30;16.5;27;0;0;3.6;0;1;13
31;30;16.5;27;0;0;3.6;0;1;13
32;30;16.5;27;0;0;3.6;0;1;13
33;30;16.5;27;0;0;3.6;0;1;13
34;31;16.5;27;0;0;3.6;0;1;13
35;31;16.5;27;0;0;3.6;0;1;13
36;31;16.5;27;0;0;3.6;0;1;13
37;31;16.5;27;0;0;3.6;0;1;13
38;32;16.5;27;0;0;3.6;0;1;13
39;32;16.5;27;0;0;3.6;0;1;13
40;32;16.5;27;0;0;3.6;0;1;13
41;32;16.5;27;0;0;3.6;0;1;13
42;32;16.5;27;0;0;3.6;0;1;13
43;32;16.5;27;0;0;3.6;0;1;13
44;33;16.5;27;0;0;3.6;0;1;13
45;33;16.5;27;0;0;3.6;0;1;13
46;33;16.5;27;0;0;3.6;0;1;13
47;33;16.5;27;0;0;3.6;0;1;13
48;34;16.5;27;0;0;3.6;0;1;13
49;34;16.5;27;0;0;3.6;0;1;13
50;34;16.5;27;0;0;3.6;0;1;13
