LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;43;8.5;12;33;0;0;8;7;0
2;44;8.5;12;33;0;0;8;7;0
3;45;8.5;12;33;0;0;8;7;0
4;46;8.5;12;33;0;0;8;7;0
5;47;8.5;12;33;0;0;8;7;0
6;48;8.5;12;33;0;0;8;7;0
7;49;8.5;12;33;0;0;8;7;0
8;50;8.5;12;33;0;0;8;7;0
9;51;8.5;12;33;0;0;8;7;0
10;52;8.5;12;33;0;0;8;7;0
11;52;8.5;12;33;0;0;8;7;0
12;53;8.5;12;33;0;0;8;7;0
13;54;8.5;12;33;0;0;8;7;0
14;55;8.5;12;33;0;0;8;7;0
15;56;8.5;12;33;0;0;8;7;0
16;56;8.5;12;33;0;0;8;7;0
17;57;8.5;12;33;0;0;8;7;0
18;58;8.5;12;33;0;0;8;7;0
19;59;8.5;12;33;0;0;8;7;0
20;60;8.5;12;33;0;0;8;7;0
21;60;8.5;12;33;0;0;8;7;0
22;61;8.5;12;33;0;0;8;7;0
23;62;8.5;12;33;0;0;8;7;0
24;63;8.5;12;33;0;0;8;7;0
25;64;8.5;12;33;0;0;8;7;0
26;65;8.5;12;33;0;0;8;7;0
27;66;8.5;12;33;0;0;8;7;0
28;67;8.5;12;33;0;0;8;7;0
29;68;8.5;12;33;0;0;8;7;0
30;69;8.5;12;33;0;0;8;7;0
31;69;8.5;12;33;0;0;8;7;0
32;70;8.5;12;33;0;0;8;7;0
33;71;8.5;12;33;0;0;8;7;0
34;72;8.5;12;33;0;0;8;7;0
35;73;8.5;12;33;0;0;8;7;0
36;73;8.5;12;33;0;0;8;7;0
37;74;8.5;12;33;0;0;8;7;0
38;75;8.5;12;33;0;0;8;7;0
39;76;8.5;12;33;0;0;8;7;0
40;77;8.5;12;33;0;0;8;7;0
41;77;8.5;12;33;0;0;8;7;0
42;78;8.5;12;33;0;0;8;7;0
43;79;8.5;12;33;0;0;8;7;0
44;80;8.5;12;33;0;0;8;7;0
45;81;8.5;12;33;0;0;8;7;0
46;82;8.5;12;33;0;0;8;7;0
47;83;8.5;12;33;0;0;8;7;0
48;84;8.5;12;33;0;0;8;7;0
49;85;8.5;12;33;0;0;8;7;0
50;86;8.5;12;33;0;0;8;7;0
