LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;307;11.1;22;17.8;1.0;0;0;1;0
2;315;11.1;22;17.8;1.0;0;0;1;0
3;323;11.1;22;17.8;1.0;0;0;1;0
4;331;11.1;22;17.8;1.0;0;0;1;0
5;339;11.1;22;17.8;1.0;0;0;1;0
6;346;11.1;22;17.8;1.0;0;0;1;0
7;354;11.1;22;17.8;1.0;0;0;1;0
8;362;11.1;22;17.8;1.0;0;0;1;0
9;370;11.1;22;17.8;1.0;0;0;1;0
10;378;11.1;22;17.8;1.0;0;0;1;0
11;385;11.1;22;17.8;1.0;0;0;1;0
12;393;11.1;22;17.8;1.0;0;0;1;0
13;401;11.1;22;17.8;1.0;0;0;1;0
14;409;11.1;22;17.8;1.0;0;0;1;0
15;417;11.1;22;17.8;1.0;0;0;1;0
16;424;11.1;22;17.8;1.0;0;0;1;0
17;432;11.1;22;17.8;1.0;0;0;1;0
18;440;11.1;22;17.8;1.0;0;0;1;0
19;448;11.1;22;17.8;1.0;0;0;1;0
20;456;11.1;22;17.8;1.0;0;0;1;0
21;463;11.1;22;17.8;1.0;0;0;1;0
22;471;11.1;22;17.8;1.0;0;0;1;0
23;479;11.1;22;17.8;1.0;0;0;1;0
24;486;11.1;22;17.8;1.0;0;0;1;0
25;494;11.1;22;17.8;1.0;0;0;1;0
26;502;11.1;22;17.8;1.0;0;0;1;0
27;510;11.1;22;17.8;1.0;0;0;1;0
28;517;11.1;22;17.8;1.0;0;0;1;0
29;525;11.1;22;17.8;1.0;0;0;1;0
30;533;11.1;22;17.8;1.0;0;0;1;0
31;541;11.1;22;17.8;1.0;0;0;1;0
32;549;11.1;22;17.8;1.0;0;0;1;0
33;557;11.1;22;17.8;1.0;0;0;1;0
34;564;11.1;22;17.8;1.0;0;0;1;0
35;572;11.1;22;17.8;1.0;0;0;1;0
36;580;11.1;22;17.8;1.0;0;0;1;0
37;588;11.1;22;17.8;1.0;0;0;1;0
38;595;11.1;22;17.8;1.0;0;0;1;0
39;603;11.1;22;17.8;1.0;0;0;1;0
40;611;11.1;22;17.8;1.0;0;0;1;0
41;619;11.1;22;17.8;1.0;0;0;1;0
42;627;11.1;22;17.8;1.0;0;0;1;0
43;636;11.1;22;17.8;1.0;0;0;1;0
44;644;11.1;22;17.8;1.0;0;0;1;0
45;653;11.1;22;17.8;1.0;0;0;1;0
46;661;11.1;22;17.8;1.0;0;0;1;0
47;670;11.1;22;17.8;1.0;0;0;1;0
48;678;11.1;22;17.8;1.0;0;0;1;0
49;687;11.1;22;17.8;1.0;0;0;1;0
50;695;11.1;22;17.8;1.0;0;0;1;0
