LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;47;0;0;0;0;0;0;0;0
2;48;0;0;0;0;0;0;0;0
3;50;0;0;0;0;0;0;0;0
4;51;0;0;0;0;0;0;0;0
5;52;0;0;0;0;0;0;0;0
6;54;0;0;0;0;0;0;0;0
7;55;0;0;0;0;0;0;0;0
8;56;0;0;0;0;0;0;0;0
9;58;0;0;0;0;0;0;0;0
10;59;0;0;0;0;0;0;0;0
11;59;0;0;0;0;0;0;0;0
12;60;0;0;0;0;0;0;0;0
13;62;0;0;0;0;0;0;0;0
14;63;0;0;0;0;0;0;0;0
15;64;0;0;0;0;0;0;0;0
16;66;0;0;0;0;0;0;0;0
17;67;0;0;0;0;0;0;0;0
18;68;0;0;0;0;0;0;0;0
19;70;0;0;0;0;0;0;0;0
20;71;0;0;0;0;0;0;0;0
21;71;0;0;0;0;0;0;0;0
22;72;0;0;0;0;0;0;0;0
23;74;0;0;0;0;0;0;0;0
24;75;0;0;0;0;0;0;0;0
25;76;0;0;0;0;0;0;0;0
26;78;0;0;0;0;0;0;0;0
27;79;0;0;0;0;0;0;0;0
28;80;0;0;0;0;0;0;0;0
29;82;0;0;0;0;0;0;0;0
30;83;0;0;0;0;0;0;0;0
31;83;0;0;0;0;0;0;0;0
32;84;0;0;0;0;0;0;0;0
33;85;0;0;0;0;0;0;0;0
34;87;0;0;0;0;0;0;0;0
35;88;0;0;0;0;0;0;0;0
36;89;0;0;0;0;0;0;0;0
37;90;0;0;0;0;0;0;0;0
38;92;0;0;0;0;0;0;0;0
39;93;0;0;0;0;0;0;0;0
40;94;0;0;0;0;0;0;0;0
41;94;0;0;0;0;0;0;0;0
42;95;0;0;0;0;0;0;0;0
43;96;0;0;0;0;0;0;0;0
44;98;0;0;0;0;0;0;0;0
45;99;0;0;0;0;0;0;0;0
46;100;0;0;0;0;0;0;0;0
47;101;0;0;0;0;0;0;0;0
48;103;0;0;0;0;0;0;0;0
49;104;0;0;0;0;0;0;0;0
50;105;0;0;0;0;0;0;0;0
