2
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;2072;18;0;0;0;0;140;1;8
2;2091;18;0;0;0;0;140;1;8
3;2109;18;0;0;0;0;140;1;8
4;2128;18;0;0;0;0;140;1;8
5;2147;18;0;0;0;0;140;1;8
6;2165;18;0;0;0;0;140;1;8
7;2184;18;0;0;0;0;140;1;8
8;2203;18;0;0;0;0;140;1;8
9;2221;18;0;0;0;0;140;1;8
10;2240;18;0;0;0;0;140;1;8
11;2258;18;0;0;0;0;140;1;8
12;2277;18;0;0;0;0;140;1;8
13;2295;18;0;0;0;0;140;1;8
14;2314;18;0;0;0;0;140;1;8
15;2333;18;0;0;0;0;140;1;8
16;2351;18;0;0;0;0;140;1;8
17;2370;18;0;0;0;0;140;1;8
18;2389;18;0;0;0;0;140;1;8
19;2407;18;0;0;0;0;140;1;8
20;2426;18;0;0;0;0;140;1;8
21;2444;18;0;0;0;0;140;1;8
22;2463;18;0;0;0;0;140;1;8
23;2481;18;0;0;0;0;140;1;8
24;2500;18;0;0;0;0;140;1;8
25;2519;18;0;0;0;0;140;1;8
26;2537;18;0;0;0;0;140;1;8
27;2556;18;0;0;0;0;140;1;8
28;2575;18;0;0;0;0;140;1;8
29;2593;18;0;0;0;0;140;1;8
30;2612;18;0;0;0;0;140;1;8
31;2630;18;0;0;0;0;140;1;8
32;2649;18;0;0;0;0;140;1;8
33;2667;18;0;0;0;0;140;1;8
34;2686;18;0;0;0;0;140;1;8
35;2705;18;0;0;0;0;140;1;8
36;2723;18;0;0;0;0;140;1;8
37;2742;18;0;0;0;0;140;1;8
38;2761;18;0;0;0;0;140;1;8
39;2779;18;0;0;0;0;140;1;8
40;2798;18;0;0;0;0;140;1;8
41;2816;18;0;0;0;0;140;1;8
42;2836;18;0;0;0;0;140;1;8
43;2857;18;0;0;0;0;140;1;8
44;2877;18;0;0;0;0;140;1;8
45;2898;18;0;0;0;0;140;1;8
46;2918;18;0;0;0;0;140;1;8
47;2939;18;0;0;0;0;140;1;8
48;2959;18;0;0;0;0;140;1;8
49;2980;18;0;0;0;0;140;1;8
50;3000;18;0;0;0;0;140;1;8
