LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;21;10;25;38.5;0;0;3;15;0
2;22;10;25;38.5;0;0;3;15;0
3;23;10;25;38.5;0;0;3;15;0
4;24;10;25;38.5;0;0;3;15;0
5;25;10;25;38.5;0;0;3;15;0
6;26;10;25;38.5;0;0;3;15;0
7;27;10;25;38.5;0;0;3;15;0
8;28;10;25;38.5;0;0;3;15;0
9;29;10;25;38.5;0;0;3;15;0
10;30;10;25;38.5;0;0;3;15;0
11;32;10;25;38.5;0;0;3;15;0
12;32;10;25;38.5;0;0;3;15;0
13;33;10;25;38.5;0;0;3;15;0
14;33;10;25;38.5;0;0;3;15;0
15;34;10;25;38.5;0;0;3;15;0
16;34;10;25;38.5;0;0;3;15;0
17;35;10;25;38.5;0;0;3;15;0
18;35;10;25;38.5;0;0;3;15;0
19;36;10;25;38.5;0;0;3;15;0
20;36;10;25;38.5;0;0;3;15;0
21;36;10;25;38.5;0;0;3;15;0
22;36;10;25;38.5;0;0;3;15;0
23;37;10;25;38.5;0;0;3;15;0
24;37;10;25;38.5;0;0;3;15;0
25;37;10;25;38.5;0;0;3;15;0
26;38;10;25;38.5;0;0;3;15;0
27;38;10;25;38.5;0;0;3;15;0
28;38;10;25;38.5;0;0;3;15;0
29;39;10;25;38.5;0;0;3;15;0
30;39;10;25;38.5;0;0;3;15;0
31;39;10;25;38.5;0;0;3;15;0
32;39;10;25;38.5;0;0;3;15;0
33;40;10;25;38.5;0;0;3;15;0
34;40;10;25;38.5;0;0;3;15;0
35;41;10;25;38.5;0;0;3;15;0
36;41;10;25;38.5;0;0;3;15;0
37;42;10;25;38.5;0;0;3;15;0
38;42;10;25;38.5;0;0;3;15;0
39;43;10;25;38.5;0;0;3;15;0
40;43;10;25;38.5;0;0;3;15;0
41;43;10;25;38.5;0;0;3;15;0
42;44;10;25;38.5;0;0;3;15;0
43;44;10;25;38.5;0;0;3;15;0
44;45;10;25;38.5;0;0;3;15;0
45;45;10;25;38.5;0;0;3;15;0
46;46;10;25;38.5;0;0;3;15;0
47;46;10;25;38.5;0;0;3;15;0
48;47;10;25;38.5;0;0;3;15;0
49;47;10;25;38.5;0;0;3;15;0
50;48;10;25;38.5;0;0;3;15;0
