LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;1086;22.2;0;39.6;0;0;0;1;0
2;1096;22.2;0;39.6;0;0;0;1;0
3;1106;22.2;0;39.6;0;0;0;1;0
4;1115;22.2;0;39.6;0;0;0;1;0
5;1125;22.2;0;39.6;0;0;0;1;0
6;1135;22.2;0;39.6;0;0;0;1;0
7;1145;22.2;0;39.6;0;0;0;1;0
8;1154;22.2;0;39.6;0;0;0;1;0
9;1164;22.2;0;39.6;0;0;0;1;0
10;1174;22.2;0;39.6;0;0;0;1;0
11;1183;22.2;0;39.6;0;0;0;1;0
12;1193;22.2;0;39.6;0;0;0;1;0
13;1203;22.2;0;39.6;0;0;0;1;0
14;1212;22.2;0;39.6;0;0;0;1;0
15;1222;22.2;0;39.6;0;0;0;1;0
16;1232;22.2;0;39.6;0;0;0;1;0
17;1242;22.2;0;39.6;0;0;0;1;0
18;1251;22.2;0;39.6;0;0;0;1;0
19;1261;22.2;0;39.6;0;0;0;1;0
20;1271;22.2;0;39.6;0;0;0;1;0
21;1280;22.2;0;39.6;0;0;0;1;0
22;1290;22.2;0;39.6;0;0;0;1;0
23;1300;22.2;0;39.6;0;0;0;1;0
24;1309;22.2;0;39.6;0;0;0;1;0
25;1319;22.2;0;39.6;0;0;0;1;0
26;1329;22.2;0;39.6;0;0;0;1;0
27;1339;22.2;0;39.6;0;0;0;1;0
28;1348;22.2;0;39.6;0;0;0;1;0
29;1358;22.2;0;39.6;0;0;0;1;0
30;1368;22.2;0;39.6;0;0;0;1;0
31;1377;22.2;0;39.6;0;0;0;1;0
32;1387;22.2;0;39.6;0;0;0;1;0
33;1396;22.2;0;39.6;0;0;0;1;0
34;1406;22.2;0;39.6;0;0;0;1;0
35;1416;22.2;0;39.6;0;0;0;1;0
36;1425;22.2;0;39.6;0;0;0;1;0
37;1435;22.2;0;39.6;0;0;0;1;0
38;1445;22.2;0;39.6;0;0;0;1;0
39;1454;22.2;0;39.6;0;0;0;1;0
40;1464;22.2;0;39.6;0;0;0;1;0
41;1474;22.2;0;39.6;0;0;0;1;0
42;1485;22.2;0;39.6;0;0;0;1;0
43;1496;22.2;0;39.6;0;0;0;1;0
44;1507;22.2;0;39.6;0;0;0;1;0
45;1518;22.2;0;39.6;0;0;0;1;0
46;1529;22.2;0;39.6;0;0;0;1;0
47;1540;22.2;0;39.6;0;0;0;1;0
48;1551;22.2;0;39.6;0;0;0;1;0
49;1562;22.2;0;39.6;0;0;0;1;0
50;1573;22.2;0;39.6;0;0;0;1;0
