1
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;147;5.6;25;34.7;1.0;0;0;1;0
2;149;5.6;25;34.7;1.0;0;0;1;0
3;152;5.6;25;34.7;1.0;0;0;1;0
4;154;5.6;25;34.7;1.0;0;0;1;0
5;156;5.6;25;34.7;1.0;0;0;1;0
6;159;5.6;25;34.7;1.0;0;0;1;0
7;161;5.6;25;34.7;1.0;0;0;1;0
8;163;5.6;25;34.7;1.0;0;0;1;0
9;166;5.6;25;34.7;1.0;0;0;1;0
10;168;5.6;25;34.7;1.0;0;0;1;0
11;170;5.6;25;34.7;1.0;0;0;1;0
12;172;5.6;25;34.7;1.0;0;0;1;0
13;174;5.6;25;34.7;1.0;0;0;1;0
14;177;5.6;25;34.7;1.0;0;0;1;0
15;179;5.6;25;34.7;1.0;0;0;1;0
16;181;5.6;25;34.7;1.0;0;0;1;0
17;183;5.6;25;34.7;1.0;0;0;1;0
18;186;5.6;25;34.7;1.0;0;0;1;0
19;188;5.6;25;34.7;1.0;0;0;1;0
20;190;5.6;25;34.7;1.0;0;0;1;0
21;192;5.6;25;34.7;1.0;0;0;1;0
22;194;5.6;25;34.7;1.0;0;0;1;0
23;197;5.6;25;34.7;1.0;0;0;1;0
24;199;5.6;25;34.7;1.0;0;0;1;0
25;201;5.6;25;34.7;1.0;0;0;1;0
26;204;5.6;25;34.7;1.0;0;0;1;0
27;206;5.6;25;34.7;1.0;0;0;1;0
28;208;5.6;25;34.7;1.0;0;0;1;0
29;211;5.6;25;34.7;1.0;0;0;1;0
30;213;5.6;25;34.7;1.0;0;0;1;0
31;215;5.6;25;34.7;1.0;0;0;1;0
32;217;5.6;25;34.7;1.0;0;0;1;0
33;220;5.6;25;34.7;1.0;0;0;1;0
34;222;5.6;25;34.7;1.0;0;0;1;0
35;224;5.6;25;34.7;1.0;0;0;1;0
36;227;5.6;25;34.7;1.0;0;0;1;0
37;229;5.6;25;34.7;1.0;0;0;1;0
38;231;5.6;25;34.7;1.0;0;0;1;0
39;234;5.6;25;34.7;1.0;0;0;1;0
40;236;5.6;25;34.7;1.0;0;0;1;0
41;238;5.6;25;34.7;1.0;0;0;1;0
42;240;5.6;25;34.7;1.0;0;0;1;0
43;243;5.6;25;34.7;1.0;0;0;1;0
44;245;5.6;25;34.7;1.0;0;0;1;0
45;247;5.6;25;34.7;1.0;0;0;1;0
46;250;5.6;25;34.7;1.0;0;0;1;0
47;252;5.6;25;34.7;1.0;0;0;1;0
48;254;5.6;25;34.7;1.0;0;0;1;0
49;257;5.6;25;34.7;1.0;0;0;1;0
50;259;5.6;25;34.7;1.0;0;0;1;0
