LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;893;18;0;0;0;0;140;1;8
2;900;18;0;0;0;0;140;1;8
3;907;18;0;0;0;0;140;1;8
4;914;18;0;0;0;0;140;1;8
5;921;18;0;0;0;0;140;1;8
6;929;18;0;0;0;0;140;1;8
7;936;18;0;0;0;0;140;1;8
8;943;18;0;0;0;0;140;1;8
9;950;18;0;0;0;0;140;1;8
10;957;18;0;0;0;0;140;1;8
11;964;18;0;0;0;0;140;1;8
12;971;18;0;0;0;0;140;1;8
13;978;18;0;0;0;0;140;1;8
14;985;18;0;0;0;0;140;1;8
15;992;18;0;0;0;0;140;1;8
16;1000;18;0;0;0;0;140;1;8
17;1007;18;0;0;0;0;140;1;8
18;1014;18;0;0;0;0;140;1;8
19;1021;18;0;0;0;0;140;1;8
20;1028;18;0;0;0;0;140;1;8
21;1035;18;0;0;0;0;140;1;8
22;1042;18;0;0;0;0;140;1;8
23;1049;18;0;0;0;0;140;1;8
24;1056;18;0;0;0;0;140;1;8
25;1063;18;0;0;0;0;140;1;8
26;1071;18;0;0;0;0;140;1;8
27;1078;18;0;0;0;0;140;1;8
28;1085;18;0;0;0;0;140;1;8
29;1092;18;0;0;0;0;140;1;8
30;1099;18;0;0;0;0;140;1;8
31;1106;18;0;0;0;0;140;1;8
32;1113;18;0;0;0;0;140;1;8
33;1120;18;0;0;0;0;140;1;8
34;1127;18;0;0;0;0;140;1;8
35;1134;18;0;0;0;0;140;1;8
36;1142;18;0;0;0;0;140;1;8
37;1149;18;0;0;0;0;140;1;8
38;1156;18;0;0;0;0;140;1;8
39;1163;18;0;0;0;0;140;1;8
40;1170;18;0;0;0;0;140;1;8
41;1177;18;0;0;0;0;140;1;8
42;1185;18;0;0;0;0;140;1;8
43;1193;18;0;0;0;0;140;1;8
44;1201;18;0;0;0;0;140;1;8
45;1209;18;0;0;0;0;140;1;8
46;1217;18;0;0;0;0;140;1;8
47;1225;18;0;0;0;0;140;1;8
48;1233;18;0;0;0;0;140;1;8
49;1241;18;0;0;0;0;140;1;8
50;1249;18;0;0;0;0;140;1;8
