1
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;282;10;25;0;0;4.2;0;1;0
2;288;10;25;0;0;4.2;0;1;0
3;294;10;25;0;0;4.2;0;1;0
4;299;10;25;0;0;4.2;0;1;0
5;305;10;25;0;0;4.2;0;1;0
6;311;10;25;0;0;4.2;0;1;0
7;317;10;25;0;0;4.2;0;1;0
8;322;10;25;0;0;4.2;0;1;0
9;328;10;25;0;0;4.2;0;1;0
10;334;10;25;0;0;4.2;0;1;0
11;340;10;25;0;0;4.2;0;1;0
12;346;10;25;0;0;4.2;0;1;0
13;352;10;25;0;0;4.2;0;1;0
14;357;10;25;0;0;4.2;0;1;0
15;363;10;25;0;0;4.2;0;1;0
16;369;10;25;0;0;4.2;0;1;0
17;375;10;25;0;0;4.2;0;1;0
18;380;10;25;0;0;4.2;0;1;0
19;386;10;25;0;0;4.2;0;1;0
20;392;10;25;0;0;4.2;0;1;0
21;398;10;25;0;0;4.2;0;1;0
22;404;10;25;0;0;4.2;0;1;0
23;410;10;25;0;0;4.2;0;1;0
24;415;10;25;0;0;4.2;0;1;0
25;421;10;25;0;0;4.2;0;1;0
26;427;10;25;0;0;4.2;0;1;0
27;433;10;25;0;0;4.2;0;1;0
28;438;10;25;0;0;4.2;0;1;0
29;444;10;25;0;0;4.2;0;1;0
30;450;10;25;0;0;4.2;0;1;0
31;456;10;25;0;0;4.2;0;1;0
32;462;10;25;0;0;4.2;0;1;0
33;468;10;25;0;0;4.2;0;1;0
34;473;10;25;0;0;4.2;0;1;0
35;479;10;25;0;0;4.2;0;1;0
36;485;10;25;0;0;4.2;0;1;0
37;491;10;25;0;0;4.2;0;1;0
38;496;10;25;0;0;4.2;0;1;0
39;502;10;25;0;0;4.2;0;1;0
40;508;10;25;0;0;4.2;0;1;0
41;513;10;25;0;0;4.2;0;1;0
42;519;10;25;0;0;4.2;0;1;0
43;526;10;25;0;0;4.2;0;1;0
44;532;10;25;0;0;4.2;0;1;0
45;539;10;25;0;0;4.2;0;1;0
46;545;10;25;0;0;4.2;0;1;0
47;552;10;25;0;0;4.2;0;1;0
48;558;10;25;0;0;4.2;0;1;0
49;565;10;25;0;0;4.2;0;1;0
50;571;10;25;0;0;4.2;0;1;0
