LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;138;5.6;25;34.7;1.0;0;0;1;0
2;139;5.6;25;34.7;1.0;0;0;1;0
3;140;5.6;25;34.7;1.0;0;0;1;0
4;142;5.6;25;34.7;1.0;0;0;1;0
5;143;5.6;25;34.7;1.0;0;0;1;0
6;144;5.6;25;34.7;1.0;0;0;1;0
7;145;5.6;25;34.7;1.0;0;0;1;0
8;147;5.6;25;34.7;1.0;0;0;1;0
9;148;5.6;25;34.7;1.0;0;0;1;0
10;149;5.6;25;34.7;1.0;0;0;1;0
11;150;5.6;25;34.7;1.0;0;0;1;0
12;151;5.6;25;34.7;1.0;0;0;1;0
13;152;5.6;25;34.7;1.0;0;0;1;0
14;153;5.6;25;34.7;1.0;0;0;1;0
15;154;5.6;25;34.7;1.0;0;0;1;0
16;156;5.6;25;34.7;1.0;0;0;1;0
17;157;5.6;25;34.7;1.0;0;0;1;0
18;158;5.6;25;34.7;1.0;0;0;1;0
19;159;5.6;25;34.7;1.0;0;0;1;0
20;160;5.6;25;34.7;1.0;0;0;1;0
21;161;5.6;25;34.7;1.0;0;0;1;0
22;162;5.6;25;34.7;1.0;0;0;1;0
23;163;5.6;25;34.7;1.0;0;0;1;0
24;164;5.6;25;34.7;1.0;0;0;1;0
25;165;5.6;25;34.7;1.0;0;0;1;0
26;167;5.6;25;34.7;1.0;0;0;1;0
27;168;5.6;25;34.7;1.0;0;0;1;0
28;169;5.6;25;34.7;1.0;0;0;1;0
29;170;5.6;25;34.7;1.0;0;0;1;0
30;171;5.6;25;34.7;1.0;0;0;1;0
31;172;5.6;25;34.7;1.0;0;0;1;0
32;173;5.6;25;34.7;1.0;0;0;1;0
33;174;5.6;25;34.7;1.0;0;0;1;0
34;176;5.6;25;34.7;1.0;0;0;1;0
35;177;5.6;25;34.7;1.0;0;0;1;0
36;178;5.6;25;34.7;1.0;0;0;1;0
37;179;5.6;25;34.7;1.0;0;0;1;0
38;181;5.6;25;34.7;1.0;0;0;1;0
39;182;5.6;25;34.7;1.0;0;0;1;0
40;183;5.6;25;34.7;1.0;0;0;1;0
41;184;5.6;25;34.7;1.0;0;0;1;0
42;185;5.6;25;34.7;1.0;0;0;1;0
43;186;5.6;25;34.7;1.0;0;0;1;0
44;187;5.6;25;34.7;1.0;0;0;1;0
45;188;5.6;25;34.7;1.0;0;0;1;0
46;188;5.6;25;34.7;1.0;0;0;1;0
47;189;5.6;25;34.7;1.0;0;0;1;0
48;190;5.6;25;34.7;1.0;0;0;1;0
49;191;5.6;25;34.7;1.0;0;0;1;0
50;192;5.6;25;34.7;1.0;0;0;1;0
