1
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;40;0;0;0;0;0;0;0;0
2;41;0;0;0;0;0;0;0;0
3;42;0;0;0;0;0;0;0;0
4;42;0;0;0;0;0;0;0;0
5;43;0;0;0;0;0;0;0;0
6;44;0;0;0;0;0;0;0;0
7;45;0;0;0;0;0;0;0;0
8;45;0;0;0;0;0;0;0;0
9;46;0;0;0;0;0;0;0;0
10;47;0;0;0;0;0;0;0;0
11;47;0;0;0;0;0;0;0;0
12;48;0;0;0;0;0;0;0;0
13;48;0;0;0;0;0;0;0;0
14;49;0;0;0;0;0;0;0;0
15;50;0;0;0;0;0;0;0;0
16;50;0;0;0;0;0;0;0;0
17;51;0;0;0;0;0;0;0;0
18;52;0;0;0;0;0;0;0;0
19;52;0;0;0;0;0;0;0;0
20;53;0;0;0;0;0;0;0;0
21;53;0;0;0;0;0;0;0;0
22;54;0;0;0;0;0;0;0;0
23;55;0;0;0;0;0;0;0;0
24;55;0;0;0;0;0;0;0;0
25;56;0;0;0;0;0;0;0;0
26;57;0;0;0;0;0;0;0;0
27;58;0;0;0;0;0;0;0;0
28;58;0;0;0;0;0;0;0;0
29;59;0;0;0;0;0;0;0;0
30;60;0;0;0;0;0;0;0;0
31;60;0;0;0;0;0;0;0;0
32;61;0;0;0;0;0;0;0;0
33;61;0;0;0;0;0;0;0;0
34;62;0;0;0;0;0;0;0;0
35;63;0;0;0;0;0;0;0;0
36;63;0;0;0;0;0;0;0;0
37;64;0;0;0;0;0;0;0;0
38;65;0;0;0;0;0;0;0;0
39;65;0;0;0;0;0;0;0;0
40;66;0;0;0;0;0;0;0;0
41;66;0;0;0;0;0;0;0;0
42;67;0;0;0;0;0;0;0;0
43;68;0;0;0;0;0;0;0;0
44;68;0;0;0;0;0;0;0;0
45;69;0;0;0;0;0;0;0;0
46;70;0;0;0;0;0;0;0;0
47;71;0;0;0;0;0;0;0;0
48;71;0;0;0;0;0;0;0;0
49;72;0;0;0;0;0;0;0;0
50;73;0;0;0;0;0;0;0;0
