1
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;44;17;0;0;0;0;0;1;10
2;45;17;0;0;0;0;0;1;10
3;46;17;0;0;0;0;0;1;10
4;46;17;0;0;0;0;0;1;10
5;47;17;0;0;0;0;0;1;10
6;48;17;0;0;0;0;0;1;10
7;49;17;0;0;0;0;0;1;10
8;49;17;0;0;0;0;0;1;10
9;50;17;0;0;0;0;0;1;10
10;51;17;0;0;0;0;0;1;10
11;51;17;0;0;0;0;0;1;10
12;52;17;0;0;0;0;0;1;10
13;53;17;0;0;0;0;0;1;10
14;53;17;0;0;0;0;0;1;10
15;54;17;0;0;0;0;0;1;10
16;55;17;0;0;0;0;0;1;10
17;56;17;0;0;0;0;0;1;10
18;56;17;0;0;0;0;0;1;10
19;57;17;0;0;0;0;0;1;10
20;58;17;0;0;0;0;0;1;10
21;58;17;0;0;0;0;0;1;10
22;59;17;0;0;0;0;0;1;10
23;60;17;0;0;0;0;0;1;10
24;60;17;0;0;0;0;0;1;10
25;61;17;0;0;0;0;0;1;10
26;62;17;0;0;0;0;0;1;10
27;63;17;0;0;0;0;0;1;10
28;63;17;0;0;0;0;0;1;10
29;64;17;0;0;0;0;0;1;10
30;65;17;0;0;0;0;0;1;10
31;65;17;0;0;0;0;0;1;10
32;66;17;0;0;0;0;0;1;10
33;67;17;0;0;0;0;0;1;10
34;67;17;0;0;0;0;0;1;10
35;68;17;0;0;0;0;0;1;10
36;69;17;0;0;0;0;0;1;10
37;70;17;0;0;0;0;0;1;10
38;70;17;0;0;0;0;0;1;10
39;71;17;0;0;0;0;0;1;10
40;72;17;0;0;0;0;0;1;10
41;72;17;0;0;0;0;0;1;10
42;73;17;0;0;0;0;0;1;10
43;73;17;0;0;0;0;0;1;10
44;74;17;0;0;0;0;0;1;10
45;75;17;0;0;0;0;0;1;10
46;75;17;0;0;0;0;0;1;10
47;76;17;0;0;0;0;0;1;10
48;77;17;0;0;0;0;0;1;10
49;77;17;0;0;0;0;0;1;10
50;78;17;0;0;0;0;0;1;10
