LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;88;12.8;30;0;0;1.5;15;9;0
2;90;12.8;30;0;0;1.5;15;9;0
3;92;12.8;30;0;0;1.5;15;9;0
4;95;12.8;30;0;0;1.5;15;9;0
5;97;12.8;30;0;0;1.5;15;9;0
6;99;12.8;30;0;0;1.5;15;9;0
7;101;12.8;30;0;0;1.5;15;9;0
8;104;12.8;30;0;0;1.5;15;9;0
9;106;12.8;30;0;0;1.5;15;9;0
10;108;12.8;30;0;0;1.5;15;9;0
11;110;12.8;30;0;0;1.5;15;9;0
12;112;12.8;30;0;0;1.5;15;9;0
13;114;12.8;30;0;0;1.5;15;9;0
14;117;12.8;30;0;0;1.5;15;9;0
15;119;12.8;30;0;0;1.5;15;9;0
16;121;12.8;30;0;0;1.5;15;9;0
17;123;12.8;30;0;0;1.5;15;9;0
18;126;12.8;30;0;0;1.5;15;9;0
19;128;12.8;30;0;0;1.5;15;9;0
20;130;12.8;30;0;0;1.5;15;9;0
21;132;12.8;30;0;0;1.5;15;9;0
22;134;12.8;30;0;0;1.5;15;9;0
23;136;12.8;30;0;0;1.5;15;9;0
24;139;12.8;30;0;0;1.5;15;9;0
25;141;12.8;30;0;0;1.5;15;9;0
26;143;12.8;30;0;0;1.5;15;9;0
27;145;12.8;30;0;0;1.5;15;9;0
28;148;12.8;30;0;0;1.5;15;9;0
29;150;12.8;30;0;0;1.5;15;9;0
30;152;12.8;30;0;0;1.5;15;9;0
31;153;12.8;30;0;0;1.5;15;9;0
32;155;12.8;30;0;0;1.5;15;9;0
33;157;12.8;30;0;0;1.5;15;9;0
34;160;12.8;30;0;0;1.5;15;9;0
35;162;12.8;30;0;0;1.5;15;9;0
36;164;12.8;30;0;0;1.5;15;9;0
37;166;12.8;30;0;0;1.5;15;9;0
38;169;12.8;30;0;0;1.5;15;9;0
39;171;12.8;30;0;0;1.5;15;9;0
40;173;12.8;30;0;0;1.5;15;9;0
41;175;12.8;30;0;0;1.5;15;9;0
42;178;12.8;30;0;0;1.5;15;9;0
43;180;12.8;30;0;0;1.5;15;9;0
44;183;12.8;30;0;0;1.5;15;9;0
45;186;12.8;30;0;0;1.5;15;9;0
46;188;12.8;30;0;0;1.5;15;9;0
47;191;12.8;30;0;0;1.5;15;9;0
48;194;12.8;30;0;0;1.5;15;9;0
49;196;12.8;30;0;0;1.5;15;9;0
50;199;12.8;30;0;0;1.5;15;9;0
