2
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;476;0;0;0;0;0;0;0;0
2;480;0;0;0;0;0;0;0;0
3;484;0;0;0;0;0;0;0;0
4;488;0;0;0;0;0;0;0;0
5;492;0;0;0;0;0;0;0;0
6;495;0;0;0;0;0;0;0;0
7;499;0;0;0;0;0;0;0;0
8;503;0;0;0;0;0;0;0;0
9;507;0;0;0;0;0;0;0;0
10;511;0;0;0;0;0;0;0;0
11;514;0;0;0;0;0;0;0;0
12;518;0;0;0;0;0;0;0;0
13;522;0;0;0;0;0;0;0;0
14;526;0;0;0;0;0;0;0;0
15;530;0;0;0;0;0;0;0;0
16;533;0;0;0;0;0;0;0;0
17;537;0;0;0;0;0;0;0;0
18;541;0;0;0;0;0;0;0;0
19;545;0;0;0;0;0;0;0;0
20;549;0;0;0;0;0;0;0;0
21;552;0;0;0;0;0;0;0;0
22;556;0;0;0;0;0;0;0;0
23;560;0;0;0;0;0;0;0;0
24;564;0;0;0;0;0;0;0;0
25;568;0;0;0;0;0;0;0;0
26;571;0;0;0;0;0;0;0;0
27;575;0;0;0;0;0;0;0;0
28;579;0;0;0;0;0;0;0;0
29;583;0;0;0;0;0;0;0;0
30;587;0;0;0;0;0;0;0;0
31;590;0;0;0;0;0;0;0;0
32;594;0;0;0;0;0;0;0;0
33;598;0;0;0;0;0;0;0;0
34;602;0;0;0;0;0;0;0;0
35;606;0;0;0;0;0;0;0;0
36;609;0;0;0;0;0;0;0;0
37;613;0;0;0;0;0;0;0;0
38;617;0;0;0;0;0;0;0;0
39;621;0;0;0;0;0;0;0;0
40;625;0;0;0;0;0;0;0;0
41;628;0;0;0;0;0;0;0;0
42;632;0;0;0;0;0;0;0;0
43;637;0;0;0;0;0;0;0;0
44;641;0;0;0;0;0;0;0;0
45;645;0;0;0;0;0;0;0;0
46;650;0;0;0;0;0;0;0;0
47;654;0;0;0;0;0;0;0;0
48;658;0;0;0;0;0;0;0;0
49;663;0;0;0;0;0;0;0;0
50;667;0;0;0;0;0;0;0;0
