LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;48;13.3;22;0;0;4;0;1;20
2;49;13.3;22;0;0;4;0;1;20
3;50;13.3;22;0;0;4;0;1;20
4;52;13.3;22;0;0;4;0;1;20
5;53;13.3;22;0;0;4;0;1;20
6;54;13.3;22;0;0;4;0;1;20
7;55;13.3;22;0;0;4;0;1;20
8;57;13.3;22;0;0;4;0;1;20
9;58;13.3;22;0;0;4;0;1;20
10;59;13.3;22;0;0;4;0;1;20
11;59;13.3;22;0;0;4;0;1;20
12;60;13.3;22;0;0;4;0;1;20
13;62;13.3;22;0;0;4;0;1;20
14;63;13.3;22;0;0;4;0;1;20
15;64;13.3;22;0;0;4;0;1;20
16;66;13.3;22;0;0;4;0;1;20
17;67;13.3;22;0;0;4;0;1;20
18;68;13.3;22;0;0;4;0;1;20
19;70;13.3;22;0;0;4;0;1;20
20;71;13.3;22;0;0;4;0;1;20
21;71;13.3;22;0;0;4;0;1;20
22;72;13.3;22;0;0;4;0;1;20
23;73;13.3;22;0;0;4;0;1;20
24;75;13.3;22;0;0;4;0;1;20
25;76;13.3;22;0;0;4;0;1;20
26;77;13.3;22;0;0;4;0;1;20
27;78;13.3;22;0;0;4;0;1;20
28;80;13.3;22;0;0;4;0;1;20
29;81;13.3;22;0;0;4;0;1;20
30;82;13.3;22;0;0;4;0;1;20
31;82;13.3;22;0;0;4;0;1;20
32;83;13.3;22;0;0;4;0;1;20
33;85;13.3;22;0;0;4;0;1;20
34;86;13.3;22;0;0;4;0;1;20
35;87;13.3;22;0;0;4;0;1;20
36;89;13.3;22;0;0;4;0;1;20
37;90;13.3;22;0;0;4;0;1;20
38;91;13.3;22;0;0;4;0;1;20
39;93;13.3;22;0;0;4;0;1;20
40;94;13.3;22;0;0;4;0;1;20
41;94;13.3;22;0;0;4;0;1;20
42;95;13.3;22;0;0;4;0;1;20
43;96;13.3;22;0;0;4;0;1;20
44;98;13.3;22;0;0;4;0;1;20
45;99;13.3;22;0;0;4;0;1;20
46;100;13.3;22;0;0;4;0;1;20
47;101;13.3;22;0;0;4;0;1;20
48;103;13.3;22;0;0;4;0;1;20
49;104;13.3;22;0;0;4;0;1;20
50;105;13.3;22;0;0;4;0;1;20
