LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;25;16.5;27;0;0;3.6;0;1;13
2;25;16.5;27;0;0;3.6;0;1;13
3;26;16.5;27;0;0;3.6;0;1;13
4;26;16.5;27;0;0;3.6;0;1;13
5;27;16.5;27;0;0;3.6;0;1;13
6;27;16.5;27;0;0;3.6;0;1;13
7;28;16.5;27;0;0;3.6;0;1;13
8;28;16.5;27;0;0;3.6;0;1;13
9;29;16.5;27;0;0;3.6;0;1;13
10;29;16.5;27;0;0;3.6;0;1;13
11;29;16.5;27;0;0;3.6;0;1;13
12;29;16.5;27;0;0;3.6;0;1;13
13;30;16.5;27;0;0;3.6;0;1;13
14;30;16.5;27;0;0;3.6;0;1;13
15;31;16.5;27;0;0;3.6;0;1;13
16;31;16.5;27;0;0;3.6;0;1;13
17;32;16.5;27;0;0;3.6;0;1;13
18;32;16.5;27;0;0;3.6;0;1;13
19;33;16.5;27;0;0;3.6;0;1;13
20;33;16.5;27;0;0;3.6;0;1;13
21;33;16.5;27;0;0;3.6;0;1;13
22;33;16.5;27;0;0;3.6;0;1;13
23;34;16.5;27;0;0;3.6;0;1;13
24;34;16.5;27;0;0;3.6;0;1;13
25;35;16.5;27;0;0;3.6;0;1;13
26;35;16.5;27;0;0;3.6;0;1;13
27;36;16.5;27;0;0;3.6;0;1;13
28;36;16.5;27;0;0;3.6;0;1;13
29;37;16.5;27;0;0;3.6;0;1;13
30;37;16.5;27;0;0;3.6;0;1;13
31;37;16.5;27;0;0;3.6;0;1;13
32;37;16.5;27;0;0;3.6;0;1;13
33;38;16.5;27;0;0;3.6;0;1;13
34;38;16.5;27;0;0;3.6;0;1;13
35;38;16.5;27;0;0;3.6;0;1;13
36;39;16.5;27;0;0;3.6;0;1;13
37;39;16.5;27;0;0;3.6;0;1;13
38;39;16.5;27;0;0;3.6;0;1;13
39;40;16.5;27;0;0;3.6;0;1;13
40;40;16.5;27;0;0;3.6;0;1;13
41;40;16.5;27;0;0;3.6;0;1;13
42;40;16.5;27;0;0;3.6;0;1;13
43;41;16.5;27;0;0;3.6;0;1;13
44;41;16.5;27;0;0;3.6;0;1;13
45;42;16.5;27;0;0;3.6;0;1;13
46;42;16.5;27;0;0;3.6;0;1;13
47;43;16.5;27;0;0;3.6;0;1;13
48;43;16.5;27;0;0;3.6;0;1;13
49;44;16.5;27;0;0;3.6;0;1;13
50;44;16.5;27;0;0;3.6;0;1;13
