LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;319;5.6;25;34.7;1.0;0;0;1;0
2;322;5.6;25;34.7;1.0;0;0;1;0
3;325;5.6;25;34.7;1.0;0;0;1;0
4;327;5.6;25;34.7;1.0;0;0;1;0
5;330;5.6;25;34.7;1.0;0;0;1;0
6;333;5.6;25;34.7;1.0;0;0;1;0
7;336;5.6;25;34.7;1.0;0;0;1;0
8;338;5.6;25;34.7;1.0;0;0;1;0
9;341;5.6;25;34.7;1.0;0;0;1;0
10;344;5.6;25;34.7;1.0;0;0;1;0
11;347;5.6;25;34.7;1.0;0;0;1;0
12;350;5.6;25;34.7;1.0;0;0;1;0
13;353;5.6;25;34.7;1.0;0;0;1;0
14;356;5.6;25;34.7;1.0;0;0;1;0
15;359;5.6;25;34.7;1.0;0;0;1;0
16;361;5.6;25;34.7;1.0;0;0;1;0
17;364;5.6;25;34.7;1.0;0;0;1;0
18;367;5.6;25;34.7;1.0;0;0;1;0
19;370;5.6;25;34.7;1.0;0;0;1;0
20;373;5.6;25;34.7;1.0;0;0;1;0
21;376;5.6;25;34.7;1.0;0;0;1;0
22;379;5.6;25;34.7;1.0;0;0;1;0
23;382;5.6;25;34.7;1.0;0;0;1;0
24;384;5.6;25;34.7;1.0;0;0;1;0
25;387;5.6;25;34.7;1.0;0;0;1;0
26;390;5.6;25;34.7;1.0;0;0;1;0
27;393;5.6;25;34.7;1.0;0;0;1;0
28;395;5.6;25;34.7;1.0;0;0;1;0
29;398;5.6;25;34.7;1.0;0;0;1;0
30;401;5.6;25;34.7;1.0;0;0;1;0
31;404;5.6;25;34.7;1.0;0;0;1;0
32;407;5.6;25;34.7;1.0;0;0;1;0
33;410;5.6;25;34.7;1.0;0;0;1;0
34;413;5.6;25;34.7;1.0;0;0;1;0
35;416;5.6;25;34.7;1.0;0;0;1;0
36;418;5.6;25;34.7;1.0;0;0;1;0
37;421;5.6;25;34.7;1.0;0;0;1;0
38;424;5.6;25;34.7;1.0;0;0;1;0
39;427;5.6;25;34.7;1.0;0;0;1;0
40;430;5.6;25;34.7;1.0;0;0;1;0
41;433;5.6;25;34.7;1.0;0;0;1;0
42;436;5.6;25;34.7;1.0;0;0;1;0
43;439;5.6;25;34.7;1.0;0;0;1;0
44;442;5.6;25;34.7;1.0;0;0;1;0
45;445;5.6;25;34.7;1.0;0;0;1;0
46;449;5.6;25;34.7;1.0;0;0;1;0
47;452;5.6;25;34.7;1.0;0;0;1;0
48;455;5.6;25;34.7;1.0;0;0;1;0
49;458;5.6;25;34.7;1.0;0;0;1;0
50;461;5.6;25;34.7;1.0;0;0;1;0
