1
LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;817;15;7;0;0;2;0;1;0
2;838;15;7;0;0;2;0;1;0
3;859;15;7;0;0;2;0;1;0
4;879;15;7;0;0;2;0;1;0
5;900;15;7;0;0;2;0;1;0
6;921;15;7;0;0;2;0;1;0
7;942;15;7;0;0;2;0;1;0
8;962;15;7;0;0;2;0;1;0
9;983;15;7;0;0;2;0;1;0
10;1004;15;7;0;0;2;0;1;0
11;1024;15;7;0;0;2;0;1;0
12;1045;15;7;0;0;2;0;1;0
13;1066;15;7;0;0;2;0;1;0
14;1086;15;7;0;0;2;0;1;0
15;1107;15;7;0;0;2;0;1;0
16;1128;15;7;0;0;2;0;1;0
17;1149;15;7;0;0;2;0;1;0
18;1169;15;7;0;0;2;0;1;0
19;1190;15;7;0;0;2;0;1;0
20;1211;15;7;0;0;2;0;1;0
21;1231;15;7;0;0;2;0;1;0
22;1252;15;7;0;0;2;0;1;0
23;1273;15;7;0;0;2;0;1;0
24;1293;15;7;0;0;2;0;1;0
25;1314;15;7;0;0;2;0;1;0
26;1335;15;7;0;0;2;0;1;0
27;1356;15;7;0;0;2;0;1;0
28;1376;15;7;0;0;2;0;1;0
29;1397;15;7;0;0;2;0;1;0
30;1418;15;7;0;0;2;0;1;0
31;1438;15;7;0;0;2;0;1;0
32;1459;15;7;0;0;2;0;1;0
33;1480;15;7;0;0;2;0;1;0
34;1500;15;7;0;0;2;0;1;0
35;1521;15;7;0;0;2;0;1;0
36;1542;15;7;0;0;2;0;1;0
37;1563;15;7;0;0;2;0;1;0
38;1583;15;7;0;0;2;0;1;0
39;1604;15;7;0;0;2;0;1;0
40;1625;15;7;0;0;2;0;1;0
41;1645;15;7;0;0;2;0;1;0
42;1668;15;7;0;0;2;0;1;0
43;1691;15;7;0;0;2;0;1;0
44;1714;15;7;0;0;2;0;1;0
45;1737;15;7;0;0;2;0;1;0
46;1760;15;7;0;0;2;0;1;0
47;1783;15;7;0;0;2;0;1;0
48;1806;15;7;0;0;2;0;1;0
49;1829;15;7;0;0;2;0;1;0
50;1852;15;7;0;0;2;0;1;0
