LEVEL;BASE_STAT;COOL_DOWN;RANGE;PROJECTILE_SPEED;CRITICAL_HIT_CHANCE;RADIUS;SPREAD;AMOUNT_OF_PROJECTILES;DURATION
1;170;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
2;174;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
3;179;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
4;183;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
5;187;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
6;192;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
7;196;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
8;200;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
9;205;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
10;209;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
11;213;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
12;217;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
13;222;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
14;226;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
15;230;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
16;235;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
17;239;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
18;243;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
19;248;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
20;251;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
21;255;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
22;260;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
23;264;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
24;268;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
25;273;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
26;277;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
27;281;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
28;286;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
29;290;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
30;294;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
31;298;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
32;302;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
33;307;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
34;311;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
35;315;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
36;320;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
37;324;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
38;328;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
39;333;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
40;337;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
41;341;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
42;346;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
43;351;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
44;355;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
45;360;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
46;365;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
47;370;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
48;374;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
49;379;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
50;384;5,6;25,0;34,7;1,0;0,0;0,0;1,0;0,0
